ticker,active,type,market_cap,primary_exchange,sic_description,list_date,name,description,total_employees,share_class_shares_outstanding,weighted_shares_outstanding
UVSP,True,CS,835749866.25,XNAS,STATE COMMERCIAL BANKS,1998-04-16,Univest Financial Corporation Common Stock,"Univest Financial Corp is engaged in domestic banking services for individuals, businesses, municipalities and non-profit organizations. The bank has three operating segments; Banking segment provides financial services including a full range of banking services such as deposit taking, loan origination, and servicing, mortgage banking, other general banking services, and equipment lease financing, Wealth Management segment offers investment advisory, financial planning, trust and brokerage services, and The Insurance segment includes a full-service insurance brokerage agency offering commercial property and casualty insurance, employee benefits solutions, personal insurance lines and human resources consulting. It generates majority of its revenue from the banking segment.",979.0,29170000,29171025
HFWA,True,CS,832738195.58,XNAS,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",1998-01-09,Heritage Financial Corp,"Heritage Financial Corp is a bank holding company. The company through its subsidiary provides commercial lending and deposit relationships with small businesses and their owners in its market areas and attracts deposits from the general public. It accepts various deposit products, such as noninterest demand accounts, money market accounts, savings accounts, and certificates of deposit. Besides, the Bank also makes real estate construction loans, land development loans, and consumer loans, and originates first mortgage loans on residential properties mainly located in its market area. Geographically, all the business activity functions through the region of the United States.",799.0,34690000,34496197
BASE,True,CS,832077188.04,XNAS,SERVICES-PREPACKAGED SOFTWARE,2021-07-22,"Couchbase, Inc. Common Stock","Couchbase Inc provides a modern cloud database that offers the robust capabilities required for business-critical applications on a scalable and available platform. It empower developers and architects to build, deploy and run mission-critical applications. Couchbase delivers a high-performance, flexible and scalable modern database that runs across the data center and any cloud. Geographically, the company generates a majority of its revenue from the United States.",792.0,53100000,53100012
CBL,True,CS,823514243.64,XNYS,REAL ESTATE INVESTMENT TRUSTS,2021-11-02,"CBL & Associates Properties, Inc.","CBL & Associates Properties Inc is a real estate investment trust. The company engages in the ownership, development, acquisition, leasing, management and operation of regional shopping malls, outlet centers, lifestyle centers, open-air centers and other properties. CBL's sales predominantly derive from leasing arrangements with retail tenants. The company also generates revenue from management and development fees, as well as sales of its real estate assets. CBL expands its portfolio of assets through activities such as redevelopment, renovation, and expansion.",477.0,30940000,30935922
AAOI,True,CS,823091822.28,XNAS,SEMICONDUCTORS & RELATED DEVICES,2013-09-26,"Applied Optoelectronics, Inc.","Applied Optoelectronics Inc is a provider of fiber-optic networking products, for four networking end-markets; internet data center, CATV, telecom, and FTTH. The Company designs and manufactures a wide range of optical communications products at varying levels of integration, from components, subassemblies, and modules to complete turn-key equipment. Through direct sales personnel, and manufacturing teams in the United States, China, and Taiwan, the company coordinates with customers to determine product design, qualifications, and performance. The Company has manufacturing and research and development facilities located in the U.S., Taiwan, and China.",3309.0,50250000,50249806
JBSS,True,CS,821641285.84,XNAS,SUGAR & CONFECTIONERY PRODUCTS,1991-12-03,John B. Sanfilippo & SON,"John B Sanfilippo & Son Inc is one of the processors and distributors of peanuts, pecans, cashews, walnuts, almonds, and other nuts in the United States. These nuts are sold under a variety of private brands and under the Fisher, Orchard Valley Harvest, and Sunshine Country brand names. It also market and distribute, and in the majority of cases, manufacture or process, a diverse product line of food and snack products, including peanut butter, almond butter, cashew butter, candy and confections, snacks and trail mixes, snack bites, sunflower kernels, dried fruit, corn snacks, sesame sticks and other sesame snack products under private brands and brand names.",1400.0,9010000,11603464
AC,True,CS,814875345.1500001,XNYS,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",2015-11-09,"Associated Capital Group, Inc.","Associated Capital Group Inc is a diversified global financial services company. It operates in the business of alternative investment management, institutional research services, and cash and other assets through subsidiaries. The activities of its subsidiaries comprise publishing daily research notes and full reports using private market value with a catalyst methodology and also products and customized solutions utilizing private market value with catalyst method of investing.",25.0,2320000,21270565
AXGN,True,CS,814151892.6,XNAS,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,1986-12-17,"Axogen, Inc. Common Stock","Axogen Inc is engaged in the science, development, and commercialization of technologies for peripheral nerve regeneration and repair. The company provides clinically, economically effective repair solutions for surgeons and health care providers. Its products include Avance Nerve Graft, Axoguard Nerve Connector, Axoguard Nerve Protector, Axoguard Nerve Cap, and Avive Soft Tissue Membrane. It also offers an Axotouch Two-Point Discriminator used to measure the innervation density of any surface area of the skin. Its products are available in the United States, Canada, Germany, the United Kingdom, Spain, South Korea, and several other countries.",452.0,44010000,44343785
ADSE,True,CS,807067078.86,XNAS,,2021-12-23,ADS-TEC ENERGY PLC Ordinary Shares,"ADS-TEC Energy PLC produces, develops, and markets battery-buffered EV charging systems infrastructure, battery storage systems, and cloud-based services which enable the customer to control and manage the system. Geographically, it derives a majority of its revenue from Europe.",239.0,51500000,53876307
ASTE,True,CS,798746528.5500001,XNAS,CONSTRUCTION MACHINERY & EQUIP,1986-06-18,Astec Industries Inc,"Astec Industries Inc designs and manufactures equipment and components used in road construction and other development activities. Its products are used through the entire process of building roads, from mining and crushing materials to creating the road surface. The company manufactures a line of plants, pavers, vehicles, and machines to mix and transform materials into construction components. It has two operating segments: infrastructure solutions generating maximum revenue and materials solutions. The majority of sales are derived from the United States. Its customers are asphalt producers, highway and heavy equipment contractors, ready mix concrete producers, demolition recycling markets, sand and gravel producers, open mine operators, quarry operators, and others.",4322.0,22800000,22801785
BJRI,True,CS,796498689.6,XNAS,RETAIL-EATING PLACES,1996-10-09,"BJ's Restaurants, Inc.",BJ's Restaurants Inc is involved in the business of owning and operating restaurants. The company operates in a single operating segment that is full-service company-owned restaurants. It has geographic presence only in the United States of America.,21000.0,22720000,22718160
ANGI,True,CS,795448674.48,XNAS,SERVICES-ADVERTISING,2011-11-17,Angi Inc. Class A Common Stock,"Angi Inc connects quality home service professionals with consumers across different categories, from repairing and remodeling to cleaning and landscaping. It operates through brands like Angi, HomeAdvisor, and Handy. The company has three operating segments, namely, Ads and Leads, Services, and International (Europe and Canada). A majority of its revenue is generated from the Ads and Leads segment, which provides professionals the capability to engage with potential customers, including quoting and invoicing services, and provides consumers with tools and resources to help them find professionals nationwide for home repair, maintenance, and improvement projects. Geographically, the company derives its key revenue from the United States and also has a presence in other countries.",2800.0,8450000,49965369
AMPS,True,CS,792479216.36,XNYS,ELECTRIC SERVICES,2021-12-10,"Altus Power, Inc.","Altus Power Inc is a developer, owner, and operator of large-scale photovoltaic and energy storage systems across the United States. The company serves commercial, industrial, public sector, and community solar customers. Its mission is to drive the clean energy transition by developing and operating solar generation and energy storage facilities. It owns a diverse portfolio of solar PV systems and has long-term agreements with enterprise entities and residential customers. Its primary product offerings include leases and revenue contracts for solar power generation, alongside electric vehicle charging and energy storage solutions. Revenue streams include power purchase agreements, net metering credit agreements, and SREC revenue.",113.0,160420000,160420894
AVDL,True,CS,774001774.35,XNAS,PHARMACEUTICAL PREPARATIONS,1996-06-07,Avadel Pharmaceuticals plc Ordinary Share,"Avadel Pharmaceuticals PLC is a specialty pharmaceutical company. The group focused on transforming medicines to transform lives. It provides solutions to the development of medications that address the challenges patients face with current treatment options. The company is engaged in the development of differentiated drug products for administration in various forms such as capsules, tablets, injectables etc. Its commercialized product LUMRYZ is an extended-release formulation of sodium oxybate indicated to be taken once at bedtime for the treatment of cataplexy or EDS in adults with narcolepsy. It operates in one segment, the development and commercialization of pharmaceutical products, including controlled-release therapeutic products based on its proprietary polymer-based technology.",188.0,96630000,96629435
ARRY,True,CS,772229946.52,XNAS,MISCELLANEOUS MANUFACTURING INDUSTRIES,2020-10-15,"Array Technologies, Inc. Common Stock","Array Technologies Inc manufacturer of ground-mounting systems used in solar energy projects. The company's segments include: the Array legacy operating segment (Array Legacy Operations) and the STI Operations operating segment (STI Operations). It derives maximum revenue from the Array legacy operating segment. Its product is an integrated system of steel supports, electric motors, gearboxes and electronic controllers referred to as a single-axis tracker that move solar panels throughout the day to maintain an optimal orientation to the sun, which increases their energy production. Geographically, the company's operations are in the United States, Australia, Spain, Brazil and Rest of the World with the United States deriving the majority of the revenue.",1021.0,152010000,152013769
BDN,True,CS,768433717.08,XNYS,REAL ESTATE INVESTMENT TRUSTS,1997-10-21,Brandywine Realty Trust,"Brandywine Realty Trust engaged in the acquisition, development, redevelopment, ownership, management, and operation of a portfolio of office, life science/lab, residential, and mixed-use properties. The company owned and managed properties within five segments. The Philadelphia CBD segment includes properties located in the City of Philadelphia in Pennsylvania. The Pennsylvania Suburbs segment includes properties in Chester, Delaware and Montgomery counties in the Philadelphia suburbs. The Austin, Texas segment includes properties in the City of Austin, Texas. The Metropolitan Washington, D.C. segment includes properties in Northern Virginia, Washington, D.C. and Southern Maryland. The Other segment includes properties in Camden County, New Jersey and New Castle County, Delaware.",290.0,173070000,173070657
GDEN,True,CS,767720611.3199999,XNAS,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,1999-01-04,"Golden Entertainment, Inc. Common Stock","Golden Entertainment Inc is a U.S. based company that focuses on distributed gaming, casino, and resort operations. Its reportable segments are Nevada Casino Resorts, Nevada Locals Casinos, Nevada Taverns, and Distributed Gaming. The majority of the revenue for the company is generated from its Nevada Casino Resorts segment which is comprised of destination casino resort properties offering a variety of food and beverage outlets, entertainment venues, and other amenities.",6400.0,28950000,28948741
RYI,True,CS,764966039.04,XNYS,WHOLESALE-METALS SERVICE CENTERS & OFFICES,2014-08-08,RYERSON HOLDING CORPORATION,"Ryerson Holding Corp provides a metals service center, and value-added processor and is a distributor of industrial metals with operations in the United States, Canada, and Mexico. In addition to its North American operations, it conducts processing and distribution operations in China. Its customers range from local, independently owned fabricators and machine shops to large, international original equipment manufacturers. It carries a full line of products in stainless steel, aluminum, carbon steel, and alloy steels and a limited line of nickel and red metals in various shapes and forms. The company generates substantially all of its revenue from sales of metal products. Geographically, the majority is from the United States.",4300.0,33200000,33201651
AOSL,True,CS,760908960.0,XNAS,SEMICONDUCTORS & RELATED DEVICES,2010-04-29,Alpha and Omega Semiconductor Limited,"Alpha & Omega Semiconductor Ltd designs, develops and supplies a portfolio of power semiconductors targeting various applications, including personal computers, flat-panel TVs, LED lighting, smartphones, battery packs, consumer and industrial motor controls and power supplies for TVs, computers, servers and telecommunications equipment. It generates revenue mainly from the sale of power semiconductors, consisting of power discretes and power ICs with a presence in Hong Kong, China, South Korea, the United States and other countries.",2332.0,29030000,29232000
HCSG,True,CS,760598140.05,XNAS,SERVICES-NURSING & PERSONAL CARE FACILITIES,1983-11-22,Healthcare Services Group,"Healthcare Services Group Inc is a provider of housekeeping and facility management services to the healthcare industry. The company operates two business segments, both contributing roughly equally to the company's revenue: Housekeeping, laundry, linen, and other services; and Dietary department services. Housekeeping includes management of clients' housekeeping departments, cleaning, disinfecting and sanitizing, laundry, bed linen, and uniform services. Dietary consists of food purchasing, meal preparation, and providing dietitian consulting services. Its clients are nursing homes, retirement complexes, rehabilitation centers, and hospitals in the United States of America.",35300.0,73490000,73487743
AVXL,True,CS,741759815.2800001,XNAS,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2006-08-02,Anavex Life Sciences,"Anavex Life Sciences Corp is a clinical-stage biopharmaceutical company engaged in the development of differentiated therapeutics by applying precision medicine to central nervous system diseases with high unmet need. It analyzes genomic data from clinical studies to identify biomarkers, which are further used in the analysis of clinical trials. The company's focus is on developing treatments for Alzheimer's disease, Parkinson's disease, schizophrenia, neurodevelopmental, neurodegenerative, and rare diseases, including Rett syndrome, and other central nervous system (CNS) disorders. Its various therapeutic candidates in different stages of development include Anavex 2-73 (Blacamesine), Anavex 3-71 (AF710B), Anavex 1-41, and Anavex 1066.",2.0,85060000,85064199
HY,True,CS,740809229.16,XNYS,"INDUSTRIAL TRUCKS, TRACTORS, TRAILORS & STACKERS",2012-09-28,"Hyster-Yale, Inc.","Hyster Yale Inc designs, engineers, manufactures, sells and services a comprehensive line of lift trucks, attachments, aftermarket parts and technology solutions marketed globally under the Hyster and Yale brand names. The Company has five segments, which include three in the lift truck business as discussed below, as well as Bolzoni S.p.A. (Bolzoni) and Nuvera Fuel Cells, LLC (Nuvera). Majority of revenue is from Lift Trucks. geographically operates in America, EMEA, JAPIC, maximum revenue from America.",8500.0,14240000,17697306
AIOT,True,CS,740727227.37,XNAS,"COMMUNICATIONS EQUIPMENT, NEC",1999-06-30,"PowerFleet, Inc. Common Stock","PowerFleet Inc is engaged in Internet-of-Things (IoT) solutions providing valuable business intelligence for managing high-value enterprise assets that improve operational efficiencies. It provide critical information that powers unified operations throughout organizations. It is solving the challenge of inefficient data collection, real-time visibility, and analysis that leads to transformative business operations. Its SaaS cloud-based applications take data from IoT devices and ecosystem of third-party and partner applications to present actionable information for customer.",1954.0,132509999,132509343
CHI,True,CS,739589785.75,XNAS,,2002-06-26,Calamos Convertible Opportunities and Income Fund,CALAMOS CONVERTIBLE OPPORTUNITIES & INCOME FUND operates as a closed-end management investment company. Its investment objective is to provide total return through a combination of capital appreciation and current income. The Fund invests in convertible securities and high-yield securities.,,73970000,75238025
CFFN,True,CS,739478880.9100001,XNAS,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",1999-04-01,"Capitol Federal Financial, Inc.","Capitol Federal Financial Inc is a bank holding company that operates through its wholly-owned subsidiary bank, Capitol Federal Savings Bank. The bank is a community-oriented financial institution that offers a variety of financial services through tens of locations. It primarily serves metropolitan areas within the state of Kansas. The bank performs traditional banking functions such as deposit-taking activities and investing that money in first-lien residential mortgages. It also participates in commercial real estate loans with other lenders, investing those funds in various securities. The vast majority of the bank's loan portfolio is in originated one- to four-family real estate loans. Its primary source of income is net interest income.",649.0,132740000,129961139
BRSP,True,CS,736611850.8,XNYS,REAL ESTATE INVESTMENT TRUSTS,2018-02-01,"BrightSpire Capital, Inc.","BrightSpire Capital Inc is an internally-managed commercial real estate credit REIT focused on originating, acquiring, financing and managing a diversified portfolio of commercial real estate debt and net lease real estate investments predominantly in the United States. CRE debt investments consist of first mortgage loans with the objective of generating consistent risk-adjusted returns. The operating segments of the company are Senior and Mezzanine Loans and Preferred Equity, Net Leased and Other Real Estate, Corporate and Other. Geographically, the company generates revenue from the United States.",49.0,129690000,129685185
ABL,True,CS,736431425.28,XNAS,INVESTMENT ADVICE,2023-07-03,"Abacus Global Management, Inc. Class A Common Stock","Abacus Global Management Inc, formerly Abacus Life Inc is a vertically integrated alternative asset manager specializing in investing in life insurance products throughout the lifecycle of a life insurance policy.",102.0,96650000,96644544
OEC,True,CS,733104028.12,XNYS,MISCELLANEOUS CHEMICAL PRODUCTS,2014-07-25,Orion S.A.,"Orion SA is a manufacturer of carbon black products. Carbon black is a powdered form of carbon used to create the desired physical, electrical and optical qualities of various materials. The company's operating segments are Specialty Carbon Black and Rubber Carbon Black. It generates maximum revenue from the Rubber Carbon Black segment. Rubber Carbon Black segment is used in the reinforcement of rubber in tires and mechanical rubber goods. The Specialty Carbon Black segment is used as pigments and performance additives in coatings, polymers, printing and special applications. Geographically, it derives a majority of its revenue from Germany.",1658.0,56650000,56654098
BCAX,True,CS,729169294.6,XNAS,PHARMACEUTICAL PREPARATIONS,2024-09-13,Bicara Therapeutics Inc. Common Stock,"Bicara Therapeutics Inc is a clinical-stage biopharmaceutical company bringing transformative bifunctional therapies to patients with solid tumors. Its program ficerafusp alfa is a bifunctional antibody that combines two clinically validated targets, an epidermal growth factor receptor, or EGFR, directed monoclonal antibody with a domain that binds to human transforming growth factor beta, or TGF-b.",,54420000,54415619
BFST,True,CS,723441723.84,XNAS,STATE COMMERCIAL BANKS,2018-04-09,"Business First Bancshares, Inc. Common Stock","Business First Bancshares Inc is a bank holding company. The company's services include personal and commercial banking, treasury management, and wealth solutions. It provides a range of financial services to small-to-midsized businesses and professionals. The company generates majority of its revenues from interest income on loans, customer service and loan fees, and interest income from securities.",872.0,29550000,29552358
CARS,True,CS,721476298.0,XNYS,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,2017-05-18,Cars.com Inc. Common Stock,"Cars.com Inc is an online destination for buying and selling new and used vehicles. It is an audience-driven technology company empowering the automotive industry. The company brands include Dealer Inspire, DealerRater, FUEL, Accu-Trade, PickupTrucks.com, CreditIQ, and NewCars.com., websites directed towards different consumer segments.",1800.0,63850000,63847460
AVO,True,CS,719246130.2399999,XNAS,,2020-10-01,"Mission Produce, Inc. Common Stock","Mission Produce Inc is engaged in the business of producing and distributing avocados, serving retail, wholesale, and food service customers. Also, the company provides additional services like ripening, bagging, custom packing, and logistical management. The company's operating segments include Marketing and Distribution, International Farming and Blueberries. It generates maximum revenue from the Marketing and Distribution segment. The Marketing and Distribution segment sources fruit mainly from growers and then distributes fruit through a distribution network. Geographically distributed across North America, China, Europe, and the U.K.",3100.0,71070000,71071752
NTGR,True,CS,713640196.8,XNAS,TELEPHONE & TELEGRAPH APPARATUS,2003-07-31,"NETGEAR, Inc.","Netgear Inc is a provider of networking solutions. The reportable segments of the company are connected home, and Small and Medium Businesses (SMB). The Connected Home segment focuses on consumers and consists of high-performance, dependable, and easy-to-use 4G/5G mobile, Wi-Fi internet networking solutions, and smart devices such as Orbi Voice smart speakers and Meural digital canvas; and NETGEAR specializes in providing networking solutions for businesses, including wireless LAN, Pro AV applications for audio and video over Ethernet, security, and remote management.",635.0,28770000,28868940
ADTN,True,CS,710754293.7,XNAS,TELEPHONE & TELEGRAPH APPARATUS,1994-08-09,"ADTRAN Holdings, Inc. Common Stock","Adtran Holdings Inc is a provider of networking and communications platforms, software, and services focused on the broadband access market. It operates under two reportable segments: Network Solutions, which includes hardware and software products that enable a digital future that supports the company's Subscriber, Access & Aggregation, and Optical Networking Solutions; and Services & Support Segment which includes network design, implementation, maintenance and cloud-hosted services supporting the company's Subscriber, Access & Aggregation, and Optical Networking Solutions.",3234.0,79860000,79860033
MBWM,True,CS,710729133.87,XNAS,STATE COMMERCIAL BANKS,1997-10-24,Mercantile Bank Corp,"Mercantile Bank Corp operates as a bank holding company. It provides a variety of commercial banking services to individuals, businesses, governmental units, and other institutions. It provides banking services offering deposit products including checking, savings, and term certificate accounts, and lending products including commercial, residential mortgage, and installment loans. The company generates revenue from interest and dividends earned on loans, securities, and other financial instruments.",665.0,16140000,16141929
COHU,True,CS,705321498.3,XNAS,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,1986-11-12,Cohu Inc,"Cohu Inc is a supplier of semiconductor test and inspection handlers, micro-electro-mechanical system (MEMS) test modules, test contactors, and thermal sub-systems used by semiconductor manufacturers and test subcontractors. The company's products include Semiconductor ATE (Automated Test Equipment), Semiconductor Handlers, Interface Products such as test contactors, probe heads and probe pins, Spares and Kits, Bare Board PCB Test Systems, and services. It has one reportable segment, Semiconductor Test and Inspection Equipment (Semiconductor Test & Inspection).",3024.0,46710000,46710033
ETD,True,CS,699905486.22,XNYS,"WOOD HOUSEHOLD FURNITURE, (NO UPHOLSTERED)",1993-02-16,Ethan Allen Interiors Inc,"Ethan Allen Interiors Inc through its subsidiaries, operates as an interior design company, and a manufacturer and retailer in the home furnishings marketplace. Its product offerings include fabric chairs, beds, wallpapers, desks, and dining tables among others. The company's reportable segments are; Wholesale and Retail. The Wholesale segment is principally involved in the development of the Ethan Allen brand and encompasses all aspects of design, manufacturing, sourcing, marketing, sale, and distribution of home furnishings and accents. The Retail segment which generates maximum revenue, sells home furnishings and accents to clients through company-operated design centers. Geographically, it derives key revenue from the United States and the rest from other regions.",3404.0,25420000,25423374
AACT,True,CS,698125000.0,XNYS,BLANK CHECKS,2023-06-12,Ares Acquisition Corporation II,Ares Acquisition Corp II is a blank check company.,,50000000,62500000
CBLL,True,CS,697997876.94,XNAS,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,2024-10-11,"CeriBell, Inc. Common Stock","CeriBell Inc is a commercial-stage medical technology company focused on transforming the diagnosis and management of patients with serious neurological conditions. The Company has developed the Ceribell System, a novel, point-of-care electroencephalography (EEG) platform specifically designed to address the unmet needs of patients in the acute care setting. By combining proprietary, portable and rapidly deployable hardware with sophisticated artificial intelligence (AI) powered algorithms, the Ceribell System enables rapid diagnosis and continuous monitoring of patients with neurological conditions.",281.0,35870000,35868339
SHEN,True,CS,694929964.82,XNAS,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),1993-04-12,Shenandoah Telecom Co,"Shenandoah Telecommunications Company, with its subsidiaries, provides various broadband communication products and services via its wireless, cable, fiber optic, and fixed wireless networks to customers in the Mid-Atlantic United States. The company operates through two business units: tower and broadband. The tower segment leases company-owned cell tower spaces to other wireless communication providers, while the broadband segment provides broadband Internet, video, and voice services to residential and commercial customers. The broadband segment generates the vast majority of the company's revenue, with the bulk of sales flowing from residential and small, and medium businesses within the broadband unit.",845.0,54550000,54547093
AMSC,True,CS,694826064.5400001,XNAS,MOTORS & GENERATORS,1991-12-11,American Superconductor Corp,"American Superconductor Corp generates the ideas, technologies, and solutions that meet world's demand for smarter, cleaner and energy. Through its Windtec Solutions, the company enables manufacturers to launch wind turbines quickly, effectively and profitably. Through its Gridtec Solutions, the company provides engineering planning services and grid systems that optimize network reliability, efficiency and performance. The company's segment includes Grid and Wind. It generates maximum revenue from the Grid segment.",337.0,37000000,36998193
BH.A,True,CS,692195904.96,XNYS,RETAIL-EATING PLACES,2018-05-01,Biglari Holdings Inc. Class A Common Stock,"Biglari Holdings Inc is a holding company that owns subsidiaries in a range of businesses. The company's reportable segments include Restaurant Operations, Insurance Operations, Oil and Gas Operations. Company's restaurant operations include Steak n Shake and Western Sizzlin. Its insurance operations include First Guard, Southern Pioneer, and Biglari Reinsurance. Oil and gas operations include Southern Oil and Abraxas Petroleum. The Company also reports segment information for Maxim. The majority of revenue is derived from the Maxim Segment.",2535.0,210000,620592
MATW,True,CS,689058492.48,XNAS,NONFERROUS FOUNDRIES (CASTINGS),1994-07-20,Matthews International Corp,"Matthews International Corp is a personal services company that primarily provides brand solution services, memorialization products, and industrial products in the United States and Europe. The majority of Matthews' revenue is derived from its SGK Brand Solutions business, which provides brand development services, printing equipment, creative design services, and embossing tools to the consumer packaged goods and packaging industries. The company's Memorialization segment, which sells bronze and granite memorials, caskets, and cremation equipment to the cemetery and funeral home industries, also contributes a significant amount. Most of Matthews' revenue is generated from sales made in the U.S., while European customers also contribute a sizable percentage.",12000.0,30600000,30597624
ABCL,True,CS,688351515.39,XNAS,PHARMACEUTICAL PREPARATIONS,2020-12-11,AbCellera Biologics Inc. Common Shares,"AbCellera Biologics Inc is an antibody discovery and development engine that's specifically designed to address the barriers of conventional discovery, finding the optimal clinical candidate with greater precision and speed, getting to the clinic and patients sooner. With the integrated AbCellera platform, the company's experts search a wide range of diverse antibodies to select the effective and developable leads fast and set partners up for enduring success. The company has extensive experience forging partnerships with emerging biotechs and pharmaceutical companies. AbCellera leverages proprietary hardware, software, and tools along with the latest data science, to operate as strategic partners and help develop optimized solutions faster for any program.",596.0,297990000,297987669
HAFC,True,CS,683459930.0799999,XNAS,NATIONAL COMMERCIAL BANKS,1997-05-09,Hanmi Financial Corp,"Hanmi Financial Corp is a Los Angeles-based bank that caters to Korean-Americans and other multi-ethnic communities across California, Colorado, Georgia, Illinois, New Jersey, New York, Texas, Virginia, and Washington. The bank mainly focuses on small businesses and commercial and real estate loans. Hanmi also offers trade-finance products. The bank has several lending offices outside California and plans to expand outside the state mainly through acquisitions. The Bank's revenues are derived from interest and fees on loans, interest, and dividends on the securities portfolio, service charges on deposit accounts, and sales of SBA loans.",615.0,30270000,30268376
QURE,True,CS,674338693.6,XNAS,PHARMACEUTICAL PREPARATIONS,2014-02-05,uniQure N.V.,"uniQure NV is a gene therapy company. It develops treatments and platforms for patients suffering from genetic and other devastating diseases. Its products and services are focused on hemophilia, Huntington's disease, and cardiovascular diseases. The company is focused on the development of the pipeline of gene therapies with the collaboration of Bristol Myers Squibb for cardiovascular diseases.",209.0,54080000,54076880
BH,True,CS,670673774.4,XNYS,RETAIL-EATING PLACES,1995-12-13,Biglari Holdings Inc. Class B Common Stock,"Biglari Holdings Inc is a holding company that owns subsidiaries in a range of businesses. The company's reportable segments include Restaurant Operations, Insurance Operations, Oil and Gas Operations. Company's restaurant operations include Steak n Shake and Western Sizzlin. Its insurance operations include First Guard, Southern Pioneer, and Biglari Reinsurance. Oil and gas operations include Southern Oil and Abraxas Petroleum. The Company also reports segment information for Maxim. The majority of revenue is derived from the Maxim Segment.",2535.0,2069999,3102960
ATEX,True,CS,664663467.36,XNAS,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),2015-02-03,Anterix Inc. Common Stock,"Anterix Inc is a United States-based company engaged in delivering broadband needed to modernize infrastructure for energy, transportation, logistics, and other industries. The company offers Private LTE for utilities which help to automate processes, monitor environmental conditions, enable artificial intelligence, and drive productivity.",86.0,18590000,18586786
ABUS,True,CS,660737101.5,XNAS,PHARMACEUTICAL PREPARATIONS,2007-07-26,Arbutus Biopharma Corporation Common Stock,"Arbutus Biopharma Corp is a biopharmaceutical company. The company discovers, develops, and commercializes cures for patients suffering from Hepatitis B infection. The company is focused on developing a portfolio of drug candidates with multiple mechanisms of action and is also involved in licensing Lipid nanoparticle technology.",73.0,188780000,188782029
UVE,True,CS,660200584.86,XNYS,"FIRE, MARINE & CASUALTY INSURANCE",2003-06-06,"UNIVERSAL INSURANCE HLDG, INC.","Universal Insurance Holdings Inc is a private personal residential homeowner insurance company. The company develops, markets, and underwrites insurance products for consumers predominantly in the personal residential homeowners' lines of business and performs substantially all other insurance-related services for its primary insurance entities, including risk management, claims management, and distribution. The company generates revenue from the collection of premiums. It operates within Florida and across the United States. The company's primary insurance subsidiaries, (UPCIC) and (APPCIC) provide insurance for personal residential: homeowners, renters/tenants, condo unit owners, and other related coverages.",1244.0,28290000,28286229
CCAP,True,CS,649318303.4399999,XNAS,,2020-02-03,"Crescent Capital BDC, Inc. Common stock","Crescent Capital BDC Inc is a business development company structured as an externally managed, closed-end, non-diversified management investment company. The company's primary investment objective is to maximize the total return to its stockholders in the form of current income and capital appreciation through debt and related equity investments. It will seek to achieve its investment objectives by investing in secured debt (including senior secured, unitranche, and second lien debt) and unsecured debt (including senior unsecured, mezzanine, and subordinated debt), as well as related equity securities of private U.S. middle-market companies.",,37060000,37061547
AMRC,True,CS,646905120.72,XNYS,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,2010-07-22,"Ameresco, Inc.","Ameresco Inc provides energy efficiency solutions for facilities in North America and Europe. It focuses on projects that reduce energy, also focuses on the operations and maintenance costs of governmental, educational, utility, healthcare, and other institutional, commercial, and industrial entities facilities. Ameresco distributes solar energy products and systems, such as PV panels, solar regulators, solar charge controllers, inverters, solar-powered lighting systems, solar-powered water pumps, solar panel mounting hardware, and other system components. The company's segment includes U.S. Regions; U.S. Federal; Canada; Alternative Fuels; Non-Solar DG and All Other. It derives a majority of revenue from the U.S. Regions segment.",1503.0,34340000,52338602
AVBP,True,CS,644606933.15,XNAS,PHARMACEUTICAL PREPARATIONS,2024-01-26,"ArriVent BioPharma, Inc. Common Stock","ArriVent BioPharma Inc is a clinical-stage biopharmaceutical company dedicated to the identification, development, and commercialization of differentiated medicines to address the unmet medical needs of patients with cancers. It seeks to utilize the team's deep drug development experience to maximize the potential of the lead development candidate, furmonertinib, and advance a pipeline of novel therapeutics, such as next-generation antibody-drug conjugates, through approval and commercialization in patients suffering from cancer, with an initial focus on solid tumors.",52.0,34020000,34016197
AVNS,True,CS,641743942.5,XNYS,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",2014-10-21,"Avanos Medical, Inc.",Avanos Medical Inc is a United States-based company that develops and sells medical devices and related services globally. Its operating and reportable segment provides medical device products to healthcare providers and patients. The company has now changed two franchises: has combined Chronic Care and Pain Management franchises into a single commercial organization focused on the Digestive Health and Pain Management and Recovery product categories that generate its revenue from its Chronic Care franchise and in North America.,2227.0,46000000,46003150
